project_id,project_name,agency_owner,state,county_region,work_type,estimate_let_date,source_id,project_number,project_location_raw,contractor,district,terrain,bid_count,awarded_bid_total,award_index
cdot_2025q4_c0142_070,SH 14 MP 75.5-85,CDOT,CO,Colorado / CDOT District 4,Roadway,2025-08-14,cdot_cost_data_book_2025_q4,C0142-070,C0142-070 SH 14 MP 75.5-85,"SUBSURFACE, INC",4,M,3,196525.00,71.58
cdot_2025q4_c0405_042,"US 40 IN DEER TRAIL, PINE ST T",CDOT,CO,Colorado / CDOT District 1,Roadway,2025-06-05,cdot_cost_data_book_2025_q4,C0405-042,"C0405-042 US 40 IN DEER TRAIL, PINE ST T","Myers & Sons Construction, LLC",1,R,5,672753.24,140.16
cdot_2025q4_c0821_113,CO-82 & Catherine Store Signal,CDOT,CO,Colorado / CDOT District 3,Roadway,2025-04-17,cdot_cost_data_book_2025_q4,C0821-113,C0821-113 CO-82 & Catherine Store Signal,"MORTON ELECTRIC, INC.",3,M,1,635240.00,103.20
cdot_2025q4_c1601_088,US 160 SIGNALS MILDRED & HARRI,CDOT,CO,Colorado / CDOT District 5,Roadway,2025-11-13,cdot_cost_data_book_2025_q4,C1601-088,C1601-088 US 160 SIGNALS MILDRED & HARRI,"MORTON ELECTRIC, INC.",5,U,2,1379406.89,95.90
cdot_2025q4_cr400_400,VARIOUS LOCATIONS THROUGHOUT R,CDOT,CO,Colorado / CDOT District 4,Roadway,2025-08-14,cdot_cost_data_book_2025_q4,CR400-400,CR400-400 VARIOUS LOCATIONS THROUGHOUT R,"GOODLAND CONSTRUCTION, INC.",4,R,4,2394994.00,104.14
cdot_2025q4_cr400_406,REGION-WIDE,CDOT,CO,Colorado / CDOT District 4,Roadway,2025-07-17,cdot_cost_data_book_2025_q4,CR400-406,CR400-406 REGION-WIDE,"SUBSURFACE, INC",4,P,3,1864082.67,107.38
cdot_2025q4_er060a_028,CO 60 (MP 9-10),CDOT,CO,Colorado / CDOT District 4,Roadway,2025-06-18,cdot_cost_data_book_2025_q4,ER060A-028,ER060A-028 CO 60 (MP 9-10),"CONNELL RESOURCES, INC.",4,U,2,488198.00,110.27
cdot_2025q4_fbr0063_066,US 6D IN GARFIELD COUNTY,CDOT,CO,Colorado / CDOT District 3,Roadway,2025-08-15,cdot_cost_data_book_2025_q4,FBR0063-066,FBR0063-066 US 6D IN GARFIELD COUNTY,"RALPH L. WADSWORTH CONSTRUCTION CO., LLC",3,M,1,10092629.21,102.62
cdot_2025q4_fbr0703_534,I-70,CDOT,CO,Colorado / CDOT District 1,Roadway,2025-04-11,cdot_cost_data_book_2025_q4,FBR0703-534,FBR0703-534 I-70,"KRAEMER NORTH AMERICA, LLC",1,M,1,434861012.42,101.08
cdot_2025q4_fbr0704_269,I-70 EAST,CDOT,CO,Colorado / CDOT District 1,Roadway,2025-07-24,cdot_cost_data_book_2025_q4,FBR0704-269,FBR0704-269 I-70 EAST,"STRUCTURES, INC.",1,R,4,7235022.57,99.21
cdot_2025q4_fbr086a_061,CO 86 (MP 22.75-22.89),CDOT,CO,Colorado / CDOT District 4,Roadway,2025-12-18,cdot_cost_data_book_2025_q4,FBR086A-061,FBR086A-061 CO 86 (MP 22.75-22.89),"HUDICK EXCAVATING, INC.",4,P,10,5097021.85,91.20
cdot_2025q4_fbr2851_014,US 50 CONEJOS RIVER BRIDGE STR,CDOT,CO,Colorado / CDOT District 5,Roadway,2025-09-18,cdot_cost_data_book_2025_q4,FBR2851-014,FBR2851-014 US 50 CONEJOS RIVER BRIDGE STR,W.W. CLYDE & CO.,5,R,5,2866394.00,78.47
cdot_2025q4_fsa052a_053,SH 52 AND WCR 41 SIGNALIZATION,CDOT,CO,Colorado / CDOT District 4,Roadway,2025-09-11,cdot_cost_data_book_2025_q4,FSA052A-053,FSA052A-053 SH 52 AND WCR 41 SIGNALIZATION,"STURGEON ELECTRIC COMPANY, INC",4,P,5,597027.50,76.05
cdot_2025q4_itssw03_250,FRONT RANGE,CDOT,CO,Colorado / CDOT District 0,Roadway,2025-06-26,cdot_cost_data_book_2025_q4,ITSSW03-250,ITSSW03-250 FRONT RANGE,"DILLIE AND KUHN, INC.",0,P,4,5379255.25,118.96
cdot_2025q4_itssw03_417,STATEWIDE,CDOT,CO,Colorado / CDOT District 0,Roadway,2025-12-04,cdot_cost_data_book_2025_q4,ITSSW03-417,ITSSW03-417 STATEWIDE,"LIGHTHOUSE TRANSPORTATION GROUP, LLC",0,M,4,5688636.50,104.13
cdot_2025q4_mtce0361_135,US-36B FROM MP 0.00-33.76 IN B,CDOT,CO,Colorado / CDOT District 4,Roadway,2025-06-05,cdot_cost_data_book_2025_q4,MTCE0361-135,MTCE0361-135 US-36B FROM MP 0.00-33.76 IN B,"WORK ZONE TRAFFIC CONTROL, LLC",4,R,4,928777.95,106.00
cdot_2025q4_mtce0402_112,REGION 3 STENCIL PROJECT ON HI,CDOT,CO,Colorado / CDOT District 3,Roadway,2025-07-03,cdot_cost_data_book_2025_q4,MTCE0402-112,MTCE0402-112 REGION 3 STENCIL PROJECT ON HI,"ROADSAFE TRAFFIC SYSTEMS, INC",3,M,2,448562.85,89.86
cdot_2025q4_mtce0702_434,"I-70 MP 130 TO 168, REGION 3",CDOT,CO,Colorado / CDOT District 3,Roadway,2025-07-03,cdot_cost_data_book_2025_q4,MTCE0702-434,"MTCE0702-434 I-70 MP 130 TO 168, REGION 3",Barricade Holdings LLC,3,M,3,656656.00,131.43
cdot_2025q4_mtce0703_541,I-70 EISENHOWER-JOHNSON MEMORI,CDOT,CO,Colorado / CDOT District 1,Roadway,2025-07-24,cdot_cost_data_book_2025_q4,MTCE0703-541,MTCE0703-541 I-70 EISENHOWER-JOHNSON MEMORI,"BRANNAN SAND AND GRAVEL, LLC",1,M,1,2769129.65,173.07
cdot_2025q4_mtcer100_428,"I-25 (DENVER TO MONUMENT), I-7",CDOT,CO,Colorado / CDOT District 1,Roadway,2025-10-23,cdot_cost_data_book_2025_q4,MTCER100-428,"MTCER100-428 I-25 (DENVER TO MONUMENT), I-7",CC ENTRPRS TRAFFIC CONTROL SPECIALISTS,1,U,3,195959.50,54.43
cdot_2025q4_mtcer200_296,REGION 2 VARIOUS HIGHWAYS AND,CDOT,CO,Colorado / CDOT District 2,Roadway,2025-03-13,cdot_cost_data_book_2025_q4,MTCER200-296,MTCER200-296 REGION 2 VARIOUS HIGHWAYS AND,"ROADSAFE TRAFFIC SYSTEMS, INC",2,R,2,993522.30,90.32
cdot_2025q4_mtcer200_297,REGION 2 EL PASO COUNTY COLORA,CDOT,CO,Colorado / CDOT District 2,Roadway,2025-11-13,cdot_cost_data_book_2025_q4,MTCER200-297,MTCER200-297 REGION 2 EL PASO COUNTY COLORA,"C & D ELECTRIC, INC.",2,U,3,235510.00,94.20
cdot_2025q4_mtcer200_299,R2 VARIOUS HIGHWAYS AND COUTNI,CDOT,CO,Colorado / CDOT District 2,Roadway,2025-06-26,cdot_cost_data_book_2025_q4,MTCER200-299,MTCER200-299 R2 VARIOUS HIGHWAYS AND COUTNI,"ROADSAFE TRAFFIC SYSTEMS, INC",2,R,1,3546943.50,110.84
cdot_2025q4_mtcer200_301,R2 VARIOUS HIGHWAYS AND COUNTI,CDOT,CO,Colorado / CDOT District 2,Roadway,2025-08-21,cdot_cost_data_book_2025_q4,MTCER200-301,MTCER200-301 R2 VARIOUS HIGHWAYS AND COUNTI,"WORK ZONE TRAFFIC CONTROL, LLC",2,R,2,1781582.00,98.98
cdot_2025q4_mtcer300_288,I-70 MM 0-205 REGION WIDE,CDOT,CO,Colorado / CDOT District 3,Roadway,2025-05-08,cdot_cost_data_book_2025_q4,MTCER300-288,MTCER300-288 I-70 MM 0-205 REGION WIDE,"STREAMLINE MARKINGS, LLC",3,M,2,1994789.44,93.02
cdot_2025q4_mtcer400_411,SH157 MP3.518 D-16-DG AND I70,CDOT,CO,Colorado / CDOT District 4,Roadway,2025-08-21,cdot_cost_data_book_2025_q4,MTCER400-411,MTCER400-411 SH157 MP3.518 D-16-DG AND I70,"ABCO CONTRACTING, INC.",4,U,4,612588.00,79.12
cdot_2025q4_mtcer400_415,REGION 4,CDOT,CO,Colorado / CDOT District 4,Roadway,2025-10-16,cdot_cost_data_book_2025_q4,MTCER400-415,MTCER400-415 REGION 4,"STREAMLINE MARKINGS, LLC",4,R,2,2542335.29,91.38
cdot_2025q4_mtcer500_233,REGION 5,CDOT,CO,Colorado / CDOT District 5,Roadway,2025-03-06,cdot_cost_data_book_2025_q4,MTCER500-233,MTCER500-233 REGION 5,"STREAMLINE MARKINGS, LLC",5,R,6,1834021.50,71.81
cdot_2025q4_nh0243_097,US 24 - MP 332.02 TO MP 342.65,CDOT,CO,Colorado / CDOT District 2,Roadway,2025-11-06,cdot_cost_data_book_2025_q4,NH0243-097,NH0243-097 US 24 - MP 332.02 TO MP 342.65,EDW. C. LEVY CO.,2,P,2,11325943.09,100.23
cdot_2025q4_nh160a_036,US160A HUERFANO MP 294.4 TO 30,CDOT,CO,Colorado / CDOT District 2,Roadway,2025-11-20,cdot_cost_data_book_2025_q4,NH160A-036,NH160A-036 US160A HUERFANO MP 294.4 TO 30,"OLDCASTLE SW GROUP, INC.",2,R,2,9155884.13,78.93
cdot_2025q4_nhpp0062_040,VASQUEZ BLVD - I270 TO 64TH -,CDOT,CO,Colorado / CDOT District 6,Roadway,2025-05-23,cdot_cost_data_book_2025_q4,NHPP0062-040,NHPP0062-040 VASQUEZ BLVD - I270 TO 64TH -,"JALISCO INTERNATIONAL, INC.",6,U,1,10683069.23,100.00
cdot_2025q4_nhpp0072_033,CO7 28TH ST TO CHERRYVALE RD (,CDOT,CO,Colorado / CDOT District 4,Roadway,2025-02-20,cdot_cost_data_book_2025_q4,NHPP0072-033,NHPP0072-033 CO7 28TH ST TO CHERRYVALE RD (,"ASPHALT SPECIALTIES CO., INC.",4,U,4,8058760.55,87.60
cdot_2025q4_nhpp0241_070,US 24 MP 192.73 TO 202.30,CDOT,CO,Colorado / CDOT District 5,Roadway,2025-10-23,cdot_cost_data_book_2025_q4,NHPP0241-070,NHPP0241-070 US 24 MP 192.73 TO 202.30,"OLDCASTLE SW GROUP, INC.",5,R,4,6480440.65,85.53
cdot_2025q4_nhpp0253_302,I-25 SEGMENT 5 (MP 242.5 TO 25,CDOT,CO,Colorado / CDOT District 4,Roadway,2025-09-26,cdot_cost_data_book_2025_q4,NHPP0253-302,NHPP0253-302 I-25 SEGMENT 5 (MP 242.5 TO 25,"RLW/SEMA, A Joint Venture",4,U,1,78893355.45,101.90
cdot_2025q4_nhpp0402_107,"R3 US 40 MILNER EAST AND WEST,",CDOT,CO,Colorado / CDOT District 3,Roadway,2025-12-11,cdot_cost_data_book_2025_q4,NHPP0402-107,"NHPP0402-107 R3 US 40 MILNER EAST AND WEST,","OLDCASTLE SW GROUP, INC.",3,M,2,12017516.10,84.03
cdot_2025q4_nhpp0403_063,US40 RESURFACING MP 252-258.3,CDOT,CO,Colorado / CDOT District 1,Roadway,2025-03-27,cdot_cost_data_book_2025_q4,NHPP0403-063,NHPP0403-063 US40 RESURFACING MP 252-258.3,"OLDCASTLE SW GROUP, INC.",1,M,4,11822056.73,104.62
cdot_2025q4_nhpp0403_069,US 40 MP 215.90 - 219.88 IN GR,CDOT,CO,Colorado / CDOT District 3,Roadway,2025-02-06,cdot_cost_data_book_2025_q4,NHPP0403-069,NHPP0403-069 US 40 MP 215.90 - 219.88 IN GR,"OLDCASTLE SW GROUP, INC.",3,M,2,5792196.70,91.19
cdot_2025q4_nhpp0501_071,US50 DELTA RESURFACE MP 72 WES,CDOT,CO,Colorado / CDOT District 3,Roadway,2025-12-11,cdot_cost_data_book_2025_q4,NHPP0501-071,NHPP0501-071 US50 DELTA RESURFACE MP 72 WES,"OLDCASTLE SW GROUP, INC.",3,U,2,7587320.55,74.11
cdot_2025q4_nhpp0501_080,SH50A MP 89.93 CEADAR CREEK,CDOT,CO,Colorado / CDOT District 3,Roadway,2025-06-12,cdot_cost_data_book_2025_q4,NHPP0501-080,NHPP0501-080 SH50A MP 89.93 CEADAR CREEK,"RIDGWAY VALLEY ENTERPRISES, INC.",3,R,4,4999614.34,65.64
cdot_2025q4_nhpp0701_257,MP 138-148 ON I-70 IN EAGLE CO,CDOT,CO,Colorado / CDOT District 3,Roadway,2025-12-04,cdot_cost_data_book_2025_q4,NHPP0701-257,NHPP0701-257 MP 138-148 ON I-70 IN EAGLE CO,"Kilgore Companies, LLC dba Elam Construc",3,M,2,18121443.25,98.25
cdot_2025q4_nhpp0701_260,I-70 MP 80.5 TO MP 88 IN GARFI,CDOT,CO,Colorado / CDOT District 3,Roadway,2025-12-04,cdot_cost_data_book_2025_q4,NHPP0701-260,NHPP0701-260 I-70 MP 80.5 TO MP 88 IN GARFI,"Kilgore Companies, LLC dba Elam Construc",3,M,2,8192268.13,81.69
cdot_2025q4_nhpp0702_428,I-70 THROUGH GLENWOOD CANYON I,CDOT,CO,Colorado / CDOT District 3,Roadway,2025-01-30,cdot_cost_data_book_2025_q4,NHPP0702-428,NHPP0702-428 I-70 THROUGH GLENWOOD CANYON I,"KSK, LLC",3,M,5,6295000.00,83.20
cdot_2025q4_nhpp0703_517,I-70 TOP OF FLOYD HILL TO VETE,CDOT,CO,Colorado / CDOT District 1,Roadway,2025-04-11,cdot_cost_data_book_2025_q4,NHPP0703-517,NHPP0703-517 I-70 TOP OF FLOYD HILL TO VETE,"KRAEMER NORTH AMERICA, LLC",1,M,1,434861012.42,101.08
cdot_2025q4_nhpp0703_536,I-70 DILLON TO EJMT MM 204 TO,CDOT,CO,Colorado / CDOT District 3,Roadway,2025-05-08,cdot_cost_data_book_2025_q4,NHPP0703-536,NHPP0703-536 I-70 DILLON TO EJMT MM 204 TO,"AMERICAN WEST CONSTRUCTION, LLC",3,M,1,3373121.00,76.40
cdot_2025q4_nhpp0704_260,I-70 AND PENA BLVD OVERPASS,CDOT,CO,Colorado / CDOT District 6,Roadway,2025-08-21,cdot_cost_data_book_2025_q4,NHPP0704-260,NHPP0704-260 I-70 AND PENA BLVD OVERPASS,"Myers & Sons Construction, LLC",6,R,5,818181.81,90.91
cdot_2025q4_nhpp0705_083,I-70: SEIBERT EAST PART 2,CDOT,CO,Colorado / CDOT District 4,Roadway,2025-12-04,cdot_cost_data_book_2025_q4,NHPP0705-083,NHPP0705-083 I-70: SEIBERT EAST PART 2,Harper Brothers Construction LLC,4,P,5,30092191.10,102.16
cdot_2025q4_nhpp070a_042,I70B EAST OF 3RD STREET,CDOT,CO,Colorado / CDOT District 3,Roadway,2025-10-16,cdot_cost_data_book_2025_q4,NHPP070A-042,NHPP070A-042 I70B EAST OF 3RD STREET,Native Sun Materials Inc,3,U,4,13244314.90,86.05
cdot_2025q4_nhpp085a_020,US85:I-76 TO 124TH AVENUE OVER,CDOT,CO,Colorado / CDOT District 6,Roadway,2025-03-20,cdot_cost_data_book_2025_q4,NHPP085A-020,NHPP085A-020 US85:I-76 TO 124TH AVENUE OVER,"OLDCASTLE SW GROUP, INC.",6,R,3,7290197.96,96.69
cdot_2025q4_nhpp1602_194,US 160 MP 174.1,CDOT,CO,Colorado / CDOT District 5,Roadway,2025-12-11,cdot_cost_data_book_2025_q4,NHPP1602-194,NHPP1602-194 US 160 MP 174.1,"ABCO CONTRACTING, INC.",5,M,4,1791461.00,70.70
cdot_2025q4_nhpp2254_095,I-225 @ 2ND AND 6TH AVES,CDOT,CO,Colorado / CDOT District 1,Roadway,2025-05-22,cdot_cost_data_book_2025_q4,NHPP2254-095,NHPP2254-095 I-225 @ 2ND AND 6TH AVES,"STRUCTURES, INC.",1,U,3,2780679.42,86.90
cdot_2025q4_nhpp2706_048,I-270 MP 0 - MP 5,CDOT,CO,Colorado / CDOT District 6,Roadway,2025-12-04,cdot_cost_data_book_2025_q4,NHPP2706-048,NHPP2706-048 I-270 MP 0 - MP 5,"ABCO CONTRACTING, INC.",6,R,4,4834255.00,80.57
cdot_2025q4_nhpp2706_054,I-270/SAND CREEK DRIVE REPAIR,CDOT,CO,Colorado / CDOT District 6,Roadway,2025-03-27,cdot_cost_data_book_2025_q4,NHPP2706-054,NHPP2706-054 I-270/SAND CREEK DRIVE REPAIR,"TRICON 2, LLC",6,P,3,247000.00,98.80
cdot_2025q4_nhpp2851_009,US 285 CONEJOS RIVER BRIDGES,CDOT,CO,Colorado / CDOT District 5,Roadway,2025-09-18,cdot_cost_data_book_2025_q4,NHPP2851-009,NHPP2851-009 US 285 CONEJOS RIVER BRIDGES,W.W. CLYDE & CO.,5,R,5,2866394.00,78.47
