source_id,source_type,agency_id,agency_name,state,source_label,source_date,data_year,source_url,source_file_name,sha256,parser_name,parser_version,notes
sd_sddot_bid_tabs_2019_05_01,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2019-05-01 Completed Letting,2019-05-01,2019,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8CE6C631D89135274EEEDB7C96279BBC1,20190501_detail.html,dbfa762332be69bb78cb6a4289509f0a51dbd28fdc06eb5fed3ce46a66a4aa19,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2019_05_15,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2019-05-15 Completed Letting,2019-05-15,2019,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8986364B38E45DA044911E908C50B82CC,20190515_detail.html,e2a82c8dc9445a1d01c82100715d1487d1276372921a092d3fca1bf55c4f1a5d,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2019_06_05,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2019-06-05 Completed Letting,2019-06-05,2019,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8AC4B4148CE488B276D1089FE71BB6229,20190605_detail.html,0efcf6b3fa9e84df27b219f0b9d9968ded3c6fc7f8dfbd0446c651d445849e0a,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2019_06_19,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2019-06-19 Completed Letting,2019-06-19,2019,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE86D6B9A30A32522EF4361671000F6F10E,20190619_detail.html,80d564e1910607134ff67271b62d7269e0a138bcd6bb819552c409a1f1ac9115,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2019_07_17,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2019-07-17 Completed Letting,2019-07-17,2019,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE81AF2E3CFC057A772CA974127FD7B21DA,20190717_detail.html,ae9c8ec09b4052b050b8b3fc0a4604320152127ec02fec366383069e0cab5831,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2019_08_21,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2019-08-21 Completed Letting,2019-08-21,2019,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8D37B9583BA6BAE993FFAD1E887485344,20190821_detail.html,ef0c33d06e72c96aa0d142e752a92cf571dca154e62ac87e885a589fab76ecc2,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2019_09_04,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2019-09-04 Completed Letting,2019-09-04,2019,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE87923A34105275FB00A97018FC42DD2E9,20190904_detail.html,99648e1f7be944df765b641cc96c4176cbf523ad1b2d369dc6efdfb91486f8d8,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2019_09_18,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2019-09-18 Completed Letting,2019-09-18,2019,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE84224237B300F9D170700C010102BCBB0,20190918_detail.html,6986526411b07942a88f7ebad5b38637b92fc21bc2fa9bf24b504d3575ea3094,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2019_10_02,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2019-10-02 Completed Letting,2019-10-02,2019,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8008156C4B1EBD4DBADDB388B733CF808,20191002_detail.html,2550e70fbf538aa244d7ee26163249594a876c198ed6bf981a72c22baf576e7a,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2019_10_16,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2019-10-16 Completed Letting,2019-10-16,2019,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8F98947491969934E6A129AD278B3F044,20191016_detail.html,0f2b7ddaa47b725782db039b8760a20379a1f546de4b3e7eab8a9c576c3bc9ef,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2019_11_06,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2019-11-06 Completed Letting,2019-11-06,2019,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE850F42BB3329E1297DCA90385BBD02AA3,20191106_detail.html,bda44cef05f12df5b2132d920930e68c1fa40c2a97d4a617baec91c082532e61,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2019_11_20,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2019-11-20 Completed Letting,2019-11-20,2019,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE841ADD5026E608C1FB3B02E168114C907,20191120_detail.html,95290d5eb12e6ef684d935b76ed8362954f9f391e45cf2bd755c5ac2749c02a2,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2019_12_04,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2019-12-04 Completed Letting,2019-12-04,2019,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE85D2B2311BB790472D524D4EB9E323BA3,20191204_detail.html,6c27db3f925bc700df0640b14aadb45265ab836504f8d3a980f3e786b20f97ee,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2019_12_11,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2019-12-11 Completed Letting,2019-12-11,2019,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8A5AD8F42611605D0B7A1A211F02853EA,20191211_detail.html,cbd4498f0cae6a09d3541369cbeaaec8576b7fac8fadf7e8a26e60d2fb8205db,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2020_01_22,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2020-01-22 Completed Letting,2020-01-22,2020,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8751403008D288BF2B6ED2FB31F525AEC,20200122_detail.html,8cef0d8c21622c1759a03eac85386fd2c62c02e23691740af03ea9279eae0177,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2020_02_05,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2020-02-05 Completed Letting,2020-02-05,2020,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8A1F56B31DF44BD7FEF6069F5F7AD05D4,20200205_detail.html,0be7f96b51be49f3dc613609218c03d9643c8462f73e78dc705b09e67a9f0f46,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2020_02_19,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2020-02-19 Completed Letting,2020-02-19,2020,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8CFA55FB6F632211D1374DD2FBA963372,20200219_detail.html,3991be33924dd49c5fbb8d661c1062da24a10bc1d48124e105527943b7c2db6c,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2020_03_04,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2020-03-04 Completed Letting,2020-03-04,2020,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8F05C03DFA362BBFC14CEB1B2172B144B,20200304_detail.html,d9c429dd73217c78b5cf09453e0e4669d17c0c915750db995c45e23e05d4a88b,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2020_03_25,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2020-03-25 Completed Letting,2020-03-25,2020,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8EE930C21DA0EE73F748DD7CD02D8CED2,20200325_detail.html,5f37bd53d1cfb186a2bd429ce0f404f97dbf18ac1caf396a310ade38d07f087e,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2020_04_01,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2020-04-01 Completed Letting,2020-04-01,2020,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8606C1DCD66EF2C483DF1D2077863F613,20200401_detail.html,024917bb4f3c56891bf5dffc815a7e42f8a457bb472ef20a988e73286294d4eb,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2020_04_15,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2020-04-15 Completed Letting,2020-04-15,2020,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8AEA8FE4CEEDEB1D7D4B6A72D564CBFD3,20200415_detail.html,beeefa849c551f32864a3a7f66f0a4f6b5ad0d6a24967dc2c169273179c9cfee,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2020_05_06,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2020-05-06 Completed Letting,2020-05-06,2020,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE82F443BD434455EBB44D0A609A4B5EB8D,20200506_detail.html,3e490b9170bfa261a9c9b5eadc51589b0c17f5017390c2ad0a8a97a966b82fb1,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2020_05_13,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2020-05-13 Completed Letting,2020-05-13,2020,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE83375DA137EB2F9A85AC2CFA9A0804161,20200513_detail.html,3500df23b73e6f2527d2ac1a950a30b56bff6b025cd8298fd1f1672f289190e5,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2020_05_20,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2020-05-20 Completed Letting,2020-05-20,2020,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE834E70221A2375D554E972512AF062751,20200520_detail.html,f4dfd7a13c98a8fd57d72612888ea760e91258fdbe565bd1bce7651544996b93,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2020_06_03,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2020-06-03 Completed Letting,2020-06-03,2020,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8CA6F48A69515424ABC136741791BBFB1,20200603_detail.html,a0d26c872637328601f2751ddf8d28daba48e654c314275061d0f355a2f02ecd,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2020_06_17,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2020-06-17 Completed Letting,2020-06-17,2020,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8DD5BA792EB84B440CEBBEAEE7792B617,20200617_detail.html,8fe2c7fa8b73cd3ef8bbc8eee5a0eeead8838c4b8b947c4bd97eebb07bb73bd7,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2020_07_15,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2020-07-15 Completed Letting,2020-07-15,2020,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE851D6DDF11C8E3744D21B00D71EC2781B,20200715_detail.html,24a52283e97dbec28a539e1c80f83c9eaa7255da4301dc9dd2f26ed4d2b77429,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2020_08_05,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2020-08-05 Completed Letting,2020-08-05,2020,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8C5AF483693553F008FB4AFE60CC8EBB8,20200805_detail.html,398557466ffe4962c3967de2dd21923e71eb03727e5de1992b529042b20cf719,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2020_08_19,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2020-08-19 Completed Letting,2020-08-19,2020,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE88B26352620A6C6E06A5BF599D965E99C,20200819_detail.html,5716879f1c39d47c2642d04647101cc586318be532a55f79b8c9457a7f4f0ecb,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2020_09_02,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2020-09-02 Completed Letting,2020-09-02,2020,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8D9B7C5F83E2020C2B216C666F9934046,20200902_detail.html,b8df90f62defbbe2f281ec130f915734f05a846e99f98180614f4e0ee51b2280,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2020_09_16,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2020-09-16 Completed Letting,2020-09-16,2020,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE85F659BB86BDD8B4CB1BAA817F30CE983,20200916_detail.html,7c1b847b63fa350f7928ef9baa4d5a202781f3951e7a4b03c61199d35fe8ba00,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2020_10_07,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2020-10-07 Completed Letting,2020-10-07,2020,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8257C422FC5FEDB6B0AF57823C3A0E50F,20201007_detail.html,e8aafaa74f04968d25675ac633c0f795c1d130ee7c3fdacf88da968b36a611cc,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2020_10_21,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2020-10-21 Completed Letting,2020-10-21,2020,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8C768C8D08D439AAA5A3AAA4960B83A75,20201021_detail.html,bad4b5893170a4994d5069035a085109e1bf9ac8535ecb8ad7c26f6019cdeeb7,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2020_11_04,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2020-11-04 Completed Letting,2020-11-04,2020,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE823BCD9516B1521404A7506D175A4E1C9,20201104_detail.html,5ebdf8648f443d680cec4ef0ad629b3446b8696e228ccc1889787329c45033de,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2020_11_18,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2020-11-18 Completed Letting,2020-11-18,2020,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE834B97231957BD12B1BD57BE1282B5D95,20201118_detail.html,04462e8d63d3234ceeb9b23ddf60bb8bd3b987596c2c7e52265725739d9f7f62,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2020_12_02,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2020-12-02 Completed Letting,2020-12-02,2020,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE885D57D5D90D265C9A610EF2C64AEA139,20201202_detail.html,92928b689387c690b438a50c56df69dcf67d4b1af05ce6f2e8544240c302285a,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2020_12_09,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2020-12-09 Completed Letting,2020-12-09,2020,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE89C44ABB4B848869028D4CE75C1AC9420,20201209_detail.html,a8318d1599a37edbd898ee000cbcd194336113ec1e496cfd3947d26179bcca0d,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2021_01_20,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2021-01-20 Completed Letting,2021-01-20,2021,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE88925D27248EDC1CF6D3C2E21618CB1F1,20210120_detail.html,5677fa01e21bfa08619ad468e3240972ffb59b641cac229ad08af3c3ad0da38a,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2021_02_03,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2021-02-03 Completed Letting,2021-02-03,2021,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8662F6B23FC3EB7B7D400AD22943B8A7E,20210203_detail.html,838bd25f029ae948b6792992c2dd79ec547b40f0675a4fc0622736f876aecb0a,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2021_02_17,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2021-02-17 Completed Letting,2021-02-17,2021,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE80C49D7A81D5BAC7F36165677DC0270F2,20210217_detail.html,be35bb7b211c94dc28a7ae88237526404c32d7c5f7d66b596ea2f8ad11f1d870,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2021_03_03,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2021-03-03 Completed Letting,2021-03-03,2021,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE81EC82C91A7BCBC6D6EAFEDD343FB9275,20210303_detail.html,5608cd4d2c310927681c83488a979854ad3e1ce2ef8a05a16efbfcfc5bacf035,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2021_03_17,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2021-03-17 Completed Letting,2021-03-17,2021,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8C987D42F1F7058B4EF6222F878A404F4,20210317_detail.html,088236a7e8ed56f809793655446c30390a8d655dd01c9dd875c89357e9580f27,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2021_04_14,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2021-04-14 Completed Letting,2021-04-14,2021,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8B9434B3811B71A71C16C8DEACFC03D6A,20210414_detail.html,67a4022c270aab7bc17131b61f391de368455b33a2e6604f0086da731f09d69e,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2021_04_21,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2021-04-21 Completed Letting,2021-04-21,2021,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE86C72A25183640F0FF44DA2D28DC384B3,20210421_detail.html,8fabc7ee549d5a899b94e7fea8f7e58dacf9063f99e427a67fedae30f7ff6918,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2021_05_05,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2021-05-05 Completed Letting,2021-05-05,2021,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE829A101C52C25CE32E0160A0C93C403D9,20210505_detail.html,60a1a0fa5cc9b190a5e997c0516eb10681c48e15fed991ab9dfb6e602c18db8d,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
