contract_id,letting_id,source_id,state,agency_id,official_contract_id,call_order,letting_status,awarded_vendor,awarded_amount,primary_county,route,work_type,contract_period,dbe_goal,bid_count,location,district,terrain,award_index
sd_sddot_20190206_item_008,sd_sddot_2019_02_06,sd_sddot_bid_tabs_2019_02_06,SD,sd_sddot,,8,AWARDED,"DeBoer Construction, Inc.",839213.28,"Brown, Day, Marshall",,Culvert Repair,,,6,Various Locations in the Aberdeen Area,,,
sd_sddot_20190206_item_009,sd_sddot_2019_02_06,sd_sddot_bid_tabs_2019_02_06,SD,sd_sddot,,9,AWARDED,"Dakota Barricade, LLC",455576.1,"Custer, Meade, Pennington",,Cold Applied Plastic Pavement Marking,,,3,Various locations on the State System in the Rapid City Region,,,
sd_sddot_20190206_item_010,sd_sddot_2019_02_06,sd_sddot_bid_tabs_2019_02_06,SD,sd_sddot,,10,AWARDED,SPENCER QUARRIES INCORPORATED,5898526.81,Charles Mix,,Cold Mill AC & AC Resurfacing,,,5,US18 from Lake Andes to the SD50 E Jct & SD46 from Pickstown to Wagner,,,
sd_sddot_20190206_item_011,sd_sddot_2019_02_06,sd_sddot_bid_tabs_2019_02_06,SD,sd_sddot,,11,AWARDED,"Simon Contractors of South Dakota, Inc.",1614583.37,"Custer, Oglala Lakota, Pennington",,Asphalt Surface Treatment,,,3,Various Routes in the Custer Area,,,
sd_sddot_20190206_item_012,sd_sddot_2019_02_06,sd_sddot_bid_tabs_2019_02_06,SD,sd_sddot,,12,AWARDED,"BITUMINOUS PAVING, INC.",668331.68,"Jackson, Lyman, Mellette",,Asphalt Surface Treatment,,,5,Various Routes in the Winner Area,,,
sd_sddot_20190206_item_013,sd_sddot_2019_02_06,sd_sddot_bid_tabs_2019_02_06,SD,sd_sddot,,13,AWARDED,"Hilt Construction,Inc.",697904.19,"Jackson, Meade, Pennington",,Corridor Signing,,,3,Interstate 90 from east of Sturgis to Cactus Flats,,,
sd_sddot_20190220_item_001,sd_sddot_2019_02_20,sd_sddot_bid_tabs_2019_02_20,SD,sd_sddot,,1,AWARDED,"J.V. Bailey Company, Inc.",1349759.45,Pennington,,ADA Upgrades & Signal Modification,,,4,"SD44 (Omaha St) from 11th Street to I-190 & from Mt Rushmore Rd to Brennan Ave, and US16 from I-190 to Mt Rushmore Rd, & Omaha Street to Kansas City St in Rapid City",,,
sd_sddot_20190220_item_002,sd_sddot_2019_02_20,sd_sddot_bid_tabs_2019_02_20,SD,sd_sddot,,2,AWARDED,"Reede Construction, Inc.",9174913.03,Codington,,Urban Reconstruction & Str Replacement,,,3,US212 from east of SD20 to west of US81 in Watertown,,,
sd_sddot_20190220_item_003,sd_sddot_2019_02_20,sd_sddot_bid_tabs_2019_02_20,SD,sd_sddot,,3,AWARDED,"Reede Construction, Inc.",605154,Codington,,Watermain Installation,,,3,US212 from east of SD20 to west of US81 in Watertown,,,
sd_sddot_20190220_item_004,sd_sddot_2019_02_20,sd_sddot_bid_tabs_2019_02_20,SD,sd_sddot,,4,AWARDED,"Reede Construction, Inc.",382055.5,Codington,,Sanitary Sewer Replacement Crossing Big,,,3,US212 Adjacent to Big Sioux River Bridge in Watertown,,,
sd_sddot_20190220_item_005,sd_sddot_2019_02_20,sd_sddot_bid_tabs_2019_02_20,SD,sd_sddot,,5,AWARDED,"LOISEAU CONSTRUCTION, INC.",3197645.15,"Lake, Miner",,Intersection Improvements,,,4,"SD34 Intersections with 437th Ave, 461st Ave, 462nd Ave (Wentworth Corner), 463rd Ave, 464th Ave (Chester Corner) & Dakota Ethanol Plant; & SD19 Intersection with 236th (Hillside Corner)",,,
sd_sddot_20190220_item_006,sd_sddot_2019_02_20,sd_sddot_bid_tabs_2019_02_20,SD,sd_sddot,,6,AWARDED,"Prahm Construction, Inc.",725501.4,McCook,,Structure & Appr Grading,,,6,Structure 1.5 miles south & 6.1 miles east of Canistota over the East Fork of the Vermillion River,,,
sd_sddot_20190220_item_007,sd_sddot_2019_02_20,sd_sddot_bid_tabs_2019_02_20,SD,sd_sddot,,7,AWARDED,"Louis-Company, LLC",223093.17,Custer,,Polymer Deck Seals & Structure Repair,,,6,"Structures on SD79N & S, 2.7 miles north of the Fall River County Line over Beaver Creek & on SD40, 4.4 miles west of SD79 over Battle Creek",,,
sd_sddot_20190220_item_008,sd_sddot_2019_02_20,sd_sddot_bid_tabs_2019_02_20,SD,sd_sddot,,8,AWARDED,"Louis-Company, LLC",505463.28,"Brookings, Moody",,Polymer & High Friction Seals,,,7,I29 NBL & SBL from Exit 121 to 2 miles south of Exit 133,,,
sd_sddot_20190220_item_009,sd_sddot_2019_02_20,sd_sddot_bid_tabs_2019_02_20,SD,sd_sddot,,9,AWARDED,"BOWES CONSTRUCTION, INC.",2486865.36,Brookings,,Cold Mill & AC Resurf of Shoulders,,,5,US14 E&W from Volga to Brookings & US14 from Bushnell to the MN State Line,,,
sd_sddot_20190220_item_010,sd_sddot_2019_02_20,sd_sddot_bid_tabs_2019_02_20,SD,sd_sddot,,10,AWARDED,Asphalt Paving & Materials Company,5795935.55,"Jackson, Jones",,AC Resurfacing,,,5,SD248 from Kadoka to Murdo,,,
sd_sddot_20190220_item_011,sd_sddot_2019_02_20,sd_sddot_bid_tabs_2019_02_20,SD,sd_sddot,,11,AWARDED,"Jensen Rock & Sand, Inc.",1136881.52,Pennington,,Asphalt Surface Treatment,,,4,Various Routes in the Rapid City Area,,,
sd_sddot_20190220_item_012,sd_sddot_2019_02_20,sd_sddot_bid_tabs_2019_02_20,SD,sd_sddot,,12,AWARDED,"BITUMINOUS PAVING, INC.",3746787.49,"Aurora, Charles Mix, Douglas, Gregory, Hanson, Hutchinson, Jerauld, Sanborn",,Asphalt Surface Treatment,,,4,Various Routes in the Mitchell Area,,,
sd_sddot_20190306_item_001,sd_sddot_2019_03_06,sd_sddot_bid_tabs_2019_03_06,SD,sd_sddot,,1,AWARDED,"BX CIVIL & CONSTRUCTION, INC.",653000,Minnehaha,,ADA & Traffic Signal Upgrades,,,3,SD11 through Brandon,,,
sd_sddot_20190306_item_002,sd_sddot_2019_03_06,sd_sddot_bid_tabs_2019_03_06,SD,sd_sddot,,2,AWARDED,"Prahm Construction, Inc.",540560.95,Spink,,Structure & Approach Grading,,,5,"162nd St, 2.2 miles north & 0.1 mile east of Athol over Snake Creek",,,
sd_sddot_20190306_item_003,sd_sddot_2019_03_06,sd_sddot_bid_tabs_2019_03_06,SD,sd_sddot,,3,AWARDED,"NEWMAN SIGNS, INC",49619.44,"Beadle, Brookings, Brown, Clark, Day, Deuel, Edmunds, Faulk, Grant, Hamlin, Marshall, McPherson, Miner, Roberts, Sanborn, Spink",,Intersection Sight Distance Improvements,,,3,Various Locations in the Aberdeen Region,,,
sd_sddot_20190306_item_004,sd_sddot_2019_03_06,sd_sddot_bid_tabs_2019_03_06,SD,sd_sddot,,4,AWARDED,"MIDLAND CONTRACTING, INC",1664793.9,Faulk,,"Grading, Gravel Surfacing, & AC Resurf",,,8,Co. Hwy 11 (Wecota Road) from US212 at Faulkton to SD20,,,
sd_sddot_20190306_item_005,sd_sddot_2019_03_06,sd_sddot_bid_tabs_2019_03_06,SD,sd_sddot,,5,AWARDED,"BORDER STATES PAVING, INC.",22939718.99,Lyman,,AC Resufacing & Bridge Rehab,,,4,I90 EBL & WBL from 2 miles west of Exit 212 to 0.6 miles east of Exit 226,,,
sd_sddot_20190306_item_006,sd_sddot_2019_03_06,sd_sddot_bid_tabs_2019_03_06,SD,sd_sddot,,6,AWARDED,"BORDER STATES PAVING, INC.",6220975.69,"Fall River, Oglala Lakota",,"Cold Mill AC, AC Resuf, & Culvert Work",,,3,US18 from the south junction with US385 to Oglala,,,
sd_sddot_20190306_item_007,sd_sddot_2019_03_06,sd_sddot_bid_tabs_2019_03_06,SD,sd_sddot,,7,AWARDED,"BORDER STATES PAVING, INC.",3026293.96,Walworth,,"Cold Mill AC, AC Resurfacing & Pipe Work",,,6,SD20 from US83 to Hoven,,,
sd_sddot_20190306_item_008,sd_sddot_2019_03_06,sd_sddot_bid_tabs_2019_03_06,SD,sd_sddot,,8,AWARDED,LIEN TRANSPORTATION CO,224146.61,Marshall,,Railroad Crossing Improvements,,,2,Railroad Crossings on SD10 & SD27 in Britton,,,
sd_sddot_20190306_item_009,sd_sddot_2019_03_06,sd_sddot_bid_tabs_2019_03_06,SD,sd_sddot,,9,AWARDED,The Road Guy Construction Company Inc,1026488.29,"Brookings, Kingsbury, Lincoln, Miner, Minnehaha, Moody",,Asphalt Surface Treatment (Chip Seal),,,3,Various Routes in the Sioux Falls Area,,,
sd_sddot_20190306_item_010,sd_sddot_2019_03_06,sd_sddot_bid_tabs_2019_03_06,SD,sd_sddot,,10,AWARDED,"Roadway Services, Inc.",345131.34,"Buffalo, Clay, Douglas, Hutchinson, McCook, Union",,Asphalt Concrete Crack Sealing,,,5,Various Routes in the Mitchell & Yankton Areas,,,
sd_sddot_20190306_item_011,sd_sddot_2019_03_06,sd_sddot_bid_tabs_2019_03_06,SD,sd_sddot,,11,AWARDED,"DIAMOND SURFACE, INC",1061422.34,"Aurora, Brule",,Pavement Grinding,,,2,I90 EBL from White Lake to Plankinton & I90 WBL west of Kimball,,,
sd_sddot_20190320_item_001,sd_sddot_2019_03_20,sd_sddot_bid_tabs_2019_03_20,SD,sd_sddot,,1,AWARDED,"LANDSCAPE SOLUTIONS,LLC DBA RMS DRAINAGE & EXCAVAT",268901.6,Turner,,Wetland Bank Site Construction,,,4,3 miles east & 0.5 mile north of Davis,,,
sd_sddot_20190320_item_002,sd_sddot_2019_03_20,sd_sddot_bid_tabs_2019_03_20,SD,sd_sddot,,2,AWARDED,Asphalt Surface Technologies Corporation,210397.97,"Butte, Harding, Pennington",,Asphalt Concrete Crack Sealing,,,4,Various Routes in the Rapid City Region,,,
sd_sddot_20190320_item_003,sd_sddot_2019_03_20,sd_sddot_bid_tabs_2019_03_20,SD,sd_sddot,,3,AWARDED,Asphalt Paving & Materials Company,2658509.84,Marshall,,Cold Mill & AC Resurfacing,,,5,SD10 from Britton east 11 miles,,,
sd_sddot_20190320_item_004,sd_sddot_2019_03_20,sd_sddot_bid_tabs_2019_03_20,SD,sd_sddot,,4,AWARDED,"Anderson Western, Inc.",4497805.83,Edmunds,,"Cold Mill AC, AC Resurf, & Culverts",,,5,US12 from Roscoe to Ipswich,,,
sd_sddot_20190320_item_005,sd_sddot_2019_03_20,sd_sddot_bid_tabs_2019_03_20,SD,sd_sddot,,5,AWARDED,"Jensen Rock & Sand, Inc.",2171513.24,"Brookings, Clark, Codington, Grant, Hamlin, Roberts",,Asphalt Surface Treatment,,,4,Various Routes in the Watertown Area,,,
sd_sddot_20190320_item_006,sd_sddot_2019_03_20,sd_sddot_bid_tabs_2019_03_20,SD,sd_sddot,,6,AWARDED,"Jensen Rock & Sand, Inc.",2694342.13,"Haakon, Hughes, Jackson, Potter, Stanley, Sully",,Asphalt Surface Treatment,,,4,Various Routes in the Pierre Area,,,
sd_sddot_20190320_item_007,sd_sddot_2019_03_20,sd_sddot_bid_tabs_2019_03_20,SD,sd_sddot,,7,AWARDED,"Louis-Company, LLC",1272301.64,"Day, Minnehaha",,High Friction Surface Treatment,,,4,Various Locations in the Aberdeen and Mitchell Regions,,,
sd_sddot_20190320_item_008,sd_sddot_2019_03_20,sd_sddot_bid_tabs_2019_03_20,SD,sd_sddot,,8,REJECTED,,,"Bon Homme, Charles Mix, Hutchinson, Yankton Project Rejected/Withdrawn by the Transportation Commission",,Culvert Repair,,,,Various Locations in the Yankton Area,,,
sd_sddot_20190320_item_009,sd_sddot_2019_03_20,sd_sddot_bid_tabs_2019_03_20,SD,sd_sddot,,9,AWARDED,"MIDWEST CONTRACTING, LLC",1229450.75,"Lake, Minnehaha, Moody",,Culvert Repair,,,3,Various Locations in the Sioux Falls Area,,,
sd_sddot_20190327_item_001,sd_sddot_2019_03_27,sd_sddot_bid_tabs_2019_03_27,SD,sd_sddot,,1,AWARDED,"HEAVY CONSTRUCTORS, INC.",492635.98,Lawrence,,Traffic Signals & ADA Upgrades,,,3,Intersection of US14A & Deadwood Street in Deadwood,,,
sd_sddot_20190403_item_001,sd_sddot_2019_04_03,sd_sddot_bid_tabs_2019_04_03,SD,sd_sddot,,1,AWARDED,"Dakota Barricade, LLC",578641.45,Regionwide,,County Pavement Marking,,,2,Various Locations in the Rapid City Region,,,
sd_sddot_20190403_item_002,sd_sddot_2019_04_03,sd_sddot_bid_tabs_2019_04_03,SD,sd_sddot,,2,AWARDED,"VOGEL TRAFFIC SERVICES, INC",427156.7,Regionwide,,County Pavement Marking,,,1,Various Locations in the Aberdeen Region,,,
sd_sddot_20190403_item_003,sd_sddot_2019_04_03,sd_sddot_bid_tabs_2019_04_03,SD,sd_sddot,,3,AWARDED,Asphalt Surface Technologies Corporation,139098.6,"Haakon, Hughes, Jackson, Lyman, Stanley",,Asphalt Concrete Crack Sealing,,,4,Various Routes in the Pierre Area,,,
sd_sddot_20190403_item_004,sd_sddot_2019_04_03,sd_sddot_bid_tabs_2019_04_03,SD,sd_sddot,,4,AWARDED,"MIDWEST CONTRACTING, LLC",280922.5,Davison,,Structure & Approach Grading,,,3,Structure 4 miles west & 2.4 miles south of Ethanl over South Fork of Twelve Mile Creek,,,
sd_sddot_20190403_item_005,sd_sddot_2019_04_03,sd_sddot_bid_tabs_2019_04_03,SD,sd_sddot,,5,AWARDED,Journey Group Companies,1828058.33,Turner,,Structure & Approach Grading,,,2,Structure 3 miles south & 1.7 miles west of Chancellor over the Vermillion River,,,
sd_sddot_20190403_item_006,sd_sddot_2019_04_03,sd_sddot_bid_tabs_2019_04_03,SD,sd_sddot,,6,AWARDED,"DUININCK, INC",4764799.38,"Hughes, Stanley, Sully",,Cold Mill AC & AC Resurfacing,,,4,SD1804 from US14 north 14.6 miles; & SD204 from SD1806 to SD1804,,,
sd_sddot_20190403_item_007,sd_sddot_2019_04_03,sd_sddot_bid_tabs_2019_04_03,SD,sd_sddot,,7,AWARDED,"Anderson Western, Inc.",7965546.34,"Harding, Perkins",,"Cold Mill AC, AC Resurf & Pipe work",,,5,SD20 - Fm 10 W of the W SD79 Junction to Priaire City & SD79 - Fm 15 N of the E SD20 Jct to the ND State Line,,,
sd_sddot_20190403_item_008,sd_sddot_2019_04_03,sd_sddot_bid_tabs_2019_04_03,SD,sd_sddot,,8,AWARDED,"BITUMINOUS PAVING, INC.",1645047.32,"Beadle, Clark, Sanborn, Spink",,Asphalt Surface Treatment,,,3,Various Routes in the Huron Area,,,
sd_sddot_20190403_item_009,sd_sddot_2019_04_03,sd_sddot_bid_tabs_2019_04_03,SD,sd_sddot,,9,AWARDED,"Jensen Rock & Sand, Inc.",2054864.88,"Campbell, Edmunds, Walworth, Ziebach",,Asphalt Surface Treatment,,,4,Various Routes in the Mobridge Area,,,
sd_sddot_20190403_item_010,sd_sddot_2019_04_03,sd_sddot_bid_tabs_2019_04_03,SD,sd_sddot,,10,AWARDED,Asphalt Surface Technologies Corporation,2468118.67,"Bon Homme, Hutchinson, Turner, Union, Yankton",,Asphalt Surface Treatment,,,3,Various Routes in the Yankton Area,,,
sd_sddot_20190403_item_011,sd_sddot_2019_04_03,sd_sddot_bid_tabs_2019_04_03,SD,sd_sddot,,11,AWARDED,"BX CIVIL & CONSTRUCTION, INC.",1899000,"Brown, Day, Faulk",,PCC Pavement Restoration,,,2,Various Routes in the Aberdeen Area,,,
sd_sddot_20190403_item_012,sd_sddot_2019_04_03,sd_sddot_bid_tabs_2019_04_03,SD,sd_sddot,,12,AWARDED,Traffic Services Company LLC,391153.6,"Custer, Lawrence, Pennington",,Sprayable Durable Pavement Marking,,,2,Various locations in the Rapid City Region,,,
sd_sddot_20190410_item_001,sd_sddot_2019_04_10,sd_sddot_bid_tabs_2019_04_10,SD,sd_sddot,,1,AWARDED,"BX CIVIL & CONSTRUCTION, INC.",7895000,Roberts,,"Grading, AC Surf, RCBC & Roundabouts",,,1,"SD10 from the west city limits in Sisseton, east to SD127",,,
sd_sddot_20190410_item_002,sd_sddot_2019_04_10,sd_sddot_bid_tabs_2019_04_10,SD,sd_sddot,,2,AWARDED,"BX CIVIL & CONSTRUCTION, INC.",1118000,Roberts,,Sanitary Sewer and Water Main,,,1,SD10 from the west city limits to 458th Ave (8th Ave) in Sisseton,,,
sd_sddot_20190410_item_003,sd_sddot_2019_04_10,sd_sddot_bid_tabs_2019_04_10,SD,sd_sddot,,3,AWARDED,"BORDER STATES PAVING, INC.",10055799.27,Meade,,AC Resurfacing,,,4,US212 from the junction of Maurine Rd/Bixby Rd to Faith,,,
sd_sddot_20190410_item_004,sd_sddot_2019_04_10,sd_sddot_bid_tabs_2019_04_10,SD,sd_sddot,,4,AWARDED,"BITUMINOUS PAVING, INC.",5707330.9,Fall River,,"Crack & Seat PCCP, & AC Surfacing",,,4,US18 from the Wyoming State Line to west of Edgemont,,,
sd_sddot_20190417_item_001,sd_sddot_2019_04_17,sd_sddot_bid_tabs_2019_04_17,SD,sd_sddot,,1,AWARDED,"VOGEL TRAFFIC SERVICES, INC",895018.48,Regionwide,,County Pavement Marking,,,1,Various Locations in the Mitchell Region,,,
sd_sddot_20190417_item_002,sd_sddot_2019_04_17,sd_sddot_bid_tabs_2019_04_17,SD,sd_sddot,,2,AWARDED,Traffic Solutions Inc,57777.83,Regionwide,,County Pavement Marking,,,1,Various Locations in the Pierre Region,,,
sd_sddot_20190417_item_003,sd_sddot_2019_04_17,sd_sddot_bid_tabs_2019_04_17,SD,sd_sddot,,3,AWARDED,"HEAVY CONSTRUCTORS, INC.",406118.98,Pennington,,Bridge Deck Overlay & Structure Repair,,,2,Structure 0.1 mile north of Omaha St over Rapid Creek in Rapid City,,,
sd_sddot_20190417_item_004,sd_sddot_2019_04_17,sd_sddot_bid_tabs_2019_04_17,SD,sd_sddot,,4,AWARDED,Robert R. Schroeder Construction Inc.,2048732.05,Brown,,Structure & Approach Grading,,,1,Structure 3 miles south & 1 mile east of Westport on 123rd St. over the Elm River,,,
sd_sddot_20190417_item_005,sd_sddot_2019_04_17,sd_sddot_bid_tabs_2019_04_17,SD,sd_sddot,,5,AWARDED,Complete Concrete Inc dba Complete Contracting Sol,665587.25,Pennington,,Streetscape,,,2,Main Street in Hill City,,,
sd_sddot_20190417_item_006,sd_sddot_2019_04_17,sd_sddot_bid_tabs_2019_04_17,SD,sd_sddot,,6,REJECTED,,,"Brookings, Deuel Project Rejected/Withdrawn by the Transportation Commission",,Structure Repair,,,,"Structures on US14, 1.9 miles east of Volga; US14B near Brookings & SD22 8.7, 9.3, & 11.4 miles east of SD15",,,
sd_sddot_20190417_item_007,sd_sddot_2019_04_17,sd_sddot_bid_tabs_2019_04_17,SD,sd_sddot,,7,AWARDED,"BITUMINOUS PAVING, INC.",7525920.45,"Haakon, Stanley",,"Cold Mill AC, AC Resurf, & Culverts",,,3,"US14 from SD34 to east of Hayes, SD34 16 miles west of US14, SD34 at the junction of US14, & SD63 2.1 miles south of the Ziebach Co. Line",,,
sd_sddot_20190417_item_008,sd_sddot_2019_04_17,sd_sddot_bid_tabs_2019_04_17,SD,sd_sddot,,8,AWARDED,"Roadway Services, Inc.",115186.76,"Brown, Day, Edmunds, McPherson",,Asphalt Concrete Crack Sealing,,,5,Various Routes in the Aberdeen Area,,,
sd_sddot_20190417_item_009,sd_sddot_2019_04_17,sd_sddot_bid_tabs_2019_04_17,SD,sd_sddot,,9,AWARDED,"Roadway Services, Inc.",32707.9,"Buffalo, Hand",,Asphalt Concrete Crack Sealing,,,5,SD Highway 45 from 1 mile south of the County Line north to the Jct with 208th Street,,,
sd_sddot_20190417_item_010,sd_sddot_2019_04_17,sd_sddot_bid_tabs_2019_04_17,SD,sd_sddot,,10,AWARDED,"BITUMINOUS PAVING, INC.",9319298.67,"Bennett, Mellette, Todd",,"Cold Mill AC, AC Resurf, & Berm Repair",,,2,"US83 from the west junction of US18 to the north junction of SD44, & US18 from the Bennett Co. Line to east of Mission.",,,
sd_sddot_20190417_item_011,sd_sddot_2019_04_17,sd_sddot_bid_tabs_2019_04_17,SD,sd_sddot,,11,AWARDED,WEBSTER SCALE INC,1272282.63,"Davison, Hanson, McCook, Minnehaha",,Resurf Existing & Construct Crossovers,,,3,I90 at Various Locations from east of the Davision/Hanson County Line to west of the Humboldt Exit,,,
sd_sddot_20190501_item_001,sd_sddot_2019_05_01,sd_sddot_bid_tabs_2019_05_01,SD,sd_sddot,,1,REJECTED,,,Minnehaha Project Rejected/Withdrawn by the Transportation Commission,,Intersection Reconstruction,,,,Intersection of Western & 41st St. in Sioux Falls,,,
sd_sddot_20190501_item_002,sd_sddot_2019_05_01,sd_sddot_bid_tabs_2019_05_01,SD,sd_sddot,,2,REJECTED,,,Minnehaha Project Rejected/Withdrawn by the Transportation Commission,,Sanitary Sewer and Watermain,,,,City of Sioux Falls at the intersection of Western Ave & 41st St,,,
sd_sddot_20190501_item_003,sd_sddot_2019_05_01,sd_sddot_bid_tabs_2019_05_01,SD,sd_sddot,,3,AWARDED,"Anderson Contractors, Inc.",317567.8,Jones,,Sidewalk,,,2,"Various locations along 4th Street, Cleveland Avenue, and Jackson Avenue in Murdo",,,
sd_sddot_20190501_item_004,sd_sddot_2019_05_01,sd_sddot_bid_tabs_2019_05_01,SD,sd_sddot,,4,AWARDED,"Anderson Contractors, Inc.",272019.9,Jones,,Sidewalk & Curb & Gutter,,,2,"Various Locations on Clevland Avenue, 3rd Street & Jackson Avenue in Murdo",,,
sd_sddot_20190501_item_005,sd_sddot_2019_05_01,sd_sddot_bid_tabs_2019_05_01,SD,sd_sddot,,5,REJECTED,,,Union Project Rejected/Withdrawn by the Transportation Commission,,Shared Use Path,,,,North Sioux City along Streeter Drive between River Drive & Bruneau Drive,,,
