contract_project_id,contract_id,project_number,project_control_number,project_name,work_type,county_region,route,location,project_award_amount
sd_sddot_20220420_item_009_project_001,sd_sddot_20220420_item_009,NH 0022(86),088D,Rout & Seal,Rout & Seal,"Bon Homme, Lincoln, Turner, Yankton",,Various Routes in the Sioux Falls & Yankton Area,
sd_sddot_20220420_item_009_project_002,sd_sddot_20220420_item_009,NH-P 0023(62),088F,Rout & Seal,Rout & Seal,"Bon Homme, Lincoln, Turner, Yankton",,Various Routes in the Sioux Falls & Yankton Area,
sd_sddot_20220504_item_001_project_001,sd_sddot_20220504_item_001,IM-NH-P 0020(222),08P4,Concrete Penetrating Sealer,Concrete Penetrating Sealer,"Aurora, Brule, Buffalo, Charles Mix, Davison, Lincoln, Minnehaha Project Rejected by the Transportation Commission",,Various Locations Throughout the Mitchell Region,
sd_sddot_20220504_item_002_project_001,sd_sddot_20220504_item_002,P 0065(19)164,06L0,"Pipe Work, Erosion Control","Pipe Work, Erosion Control","Corson, Dewey, Ziebach",,SD65 - Fm US212 to the Grand River,
sd_sddot_20220504_item_003_project_001,sd_sddot_20220504_item_003,IM 0905(118)260,06P0,"AC Resurfacing of Shoulders, Edge Drains","AC Resurfacing of Shoulders, Edge Drains","Brule, Lyman Project Rejected by the Transportation Commission",,I90 EBL & WBL - Fm Oacoma to 2 E of Chamberlain,
sd_sddot_20220504_item_004_project_001,sd_sddot_20220504_item_004,P 0053(09)10,069V,"Mill, AC Resurfacing, Pipe Work","Mill, AC Resurfacing, Pipe Work","Mellette, Tripp",,SD53 - Fm US18 S 16; SD44 - Fm US83 to US183,
sd_sddot_20220504_item_004_project_002,sd_sddot_20220504_item_004,044-392,I65P,"Mill, AC Resurfacing, Pipe Work","Mill, AC Resurfacing, Pipe Work","Mellette, Tripp",,SD53 - Fm US18 S 16; SD44 - Fm US83 to US183,
sd_sddot_20220504_item_005_project_001,sd_sddot_20220504_item_005,IM-P 0033(38),088V,Asphalt Surface Treatment & Rout & Seal,Asphalt Surface Treatment & Rout & Seal,"Jackson, Jones, Lyman",,Various Locations in the Winner Area,
sd_sddot_20220504_item_006_project_001,sd_sddot_20220504_item_006,NH 0011(154),089F,Pavement Restoration,Pavement Restoration,Day,,US12 - Fm 2 miles East of Andover to Webster,
sd_sddot_20220504_item_007_project_001,sd_sddot_20220504_item_007,PH 0020(204),07A9,Durable Pavement Marking,Durable Pavement Marking,"Lincoln, Minnehaha",,SD115- Fm I90 to I29 & I29 Exit 68,
sd_sddot_20220504_item_008_project_001,sd_sddot_20220504_item_008,P 0021(181),0885,Rout & Seal,Rout & Seal,"Aurora, Charles Mix, Jerauld, Sanborn",,Various Locations in the Mitchell Area,
sd_sddot_20220504_item_009_project_001,sd_sddot_20220504_item_009,P 0031(00),08U2,"AC Resurfacing, PCC &Gravel Resur","AC Resurfacing, PCC &Gravel Resur",Hughes,,Department of Public Safety Emergency Vehicle Operations Course near Pierre,
sd_sddot_20220511_item_001_project_001,sd_sddot_20220511_item_001,IM-FP-PP-B 0901(195)35,021G,"Grading, Interchange Recon. PCC Surf","Grading, Interchange Recon. PCC Surf",Meade,,I90 EBL - Fm W of Exit 37 (Pleasant Valley) to Exit 40 (Tilford),
sd_sddot_20220511_item_001_project_002,sd_sddot_20220511_item_001,HR-IM X101(01),07VR,"Grading, Interchange Recon. PCC Surf","Grading, Interchange Recon. PCC Surf",Meade,,I90 EBL - Fm W of Exit 37 (Pleasant Valley) to Exit 40 (Tilford),
sd_sddot_20220511_item_001_project_003,sd_sddot_20220511_item_001,IM 0901(204)34,08QQ,"Grading, Interchange Recon. PCC Surf","Grading, Interchange Recon. PCC Surf",Meade,,I90 EBL - Fm W of Exit 37 (Pleasant Valley) to Exit 40 (Tilford),
sd_sddot_20220518_item_001_project_001,sd_sddot_20220518_item_001,P 0011(120),06WA,Culvert Cleaning & CIPP Culvert Lining,Culvert Cleaning & CIPP Culvert Lining,"Brown, Day, Marshall",,Various Locations Throughout the Aberdeen Area,
sd_sddot_20220518_item_002_project_001,sd_sddot_20220518_item_002,P 0015(81)182,05J7,"Mill, AC Resurfacing, Pipe Work","Mill, AC Resurfacing, Pipe Work","Grant, Roberts",,"SD15 - Fm the Grant/Roberts Co Line, N & W to W of I29",
sd_sddot_20220518_item_003_project_001,sd_sddot_20220518_item_003,NH 0018(217)209,06X5,Roadway Lighting,Roadway Lighting,Todd,,US18 - Fm US 83 E in Mission,
sd_sddot_20220518_item_004_project_001,sd_sddot_20220518_item_004,IM-P 0022(85),089K,Pavement Restoration,Pavement Restoration,"Miner, Minnehaha",,Various Routes in the Sioux Falls Area,
sd_sddot_20220518_item_005_project_001,sd_sddot_20220518_item_005,PH 0030(30),04RQ,Durable Pavement Marking,Durable Pavement Marking,"Gregory, Jackson, Lyman, Mellette, Todd, Tripp",,Various locations on the State System in the Pierre Region,
sd_sddot_20220518_item_006_project_001,sd_sddot_20220518_item_006,NH 0032(39),088A,Rout & Seal,Rout & Seal,Corson,,Various Locations in the Mobridge Area,
sd_sddot_20220601_item_001_project_001,sd_sddot_20220601_item_001,P 0033(16),042A,Culvert Replacement & Repair,Culvert Replacement & Repair,"Lyman, Tripp",,Various Locations in the Winner Area,
sd_sddot_20220601_item_002_project_001,sd_sddot_20220601_item_002,NH-P 0033(15),041V,Culvert Repair,Culvert Repair,"Lyman, Mellette, Todd, Tripp",,Various Locations in the Winner Area,
sd_sddot_20220601_item_003_project_001,sd_sddot_20220601_item_003,NH-P 0031(53),088C,Rout & Seal,Rout & Seal,"Potter, Stanley, Sully, Walworth",,Various Locations in the Pierre Area,
sd_sddot_20220601_item_004_project_001,sd_sddot_20220601_item_004,NH 0033(35),07KH,Rout & Seal,Rout & Seal,"Jackson, Mellette, Todd",,Various Routes in the Winner Area,
sd_sddot_20220615_item_001_project_001,sd_sddot_20220615_item_001,PH 8041(20),05F8,"Grading, ACC, Pvmnt Marking, Storm Sewer","Grading, ACC, Pvmnt Marking, Storm Sewer","Meade, Pennington",,Nemo Rd - Horizontal curve at Pennington/Meade Co line; Norris Peak Rd - Horizontal curve at intersection with Bogus Jim Rd,
sd_sddot_20220615_item_002_project_001,sd_sddot_20220615_item_002,P 0012(272),06WC,Culvert Cleaning & CIPP Lining,Culvert Cleaning & CIPP Lining,"Brookings, Deuel, Roberts",,Various Locations Throughout the Watertown Area,
sd_sddot_20220615_item_003_project_001,sd_sddot_20220615_item_003,PH 8065(19),04KA,Signing & Delineation,Signing & Delineation,Walworth,,"Various County, City, & Township Roads in Walworth County",
sd_sddot_20220615_item_004_project_001,sd_sddot_20220615_item_004,P 000S(00)233,07DP,County Pavement Marking,County Pavement Marking,Regionwide,,Various Locations in the Pierre Region,
sd_sddot_20220615_item_005_project_001,sd_sddot_20220615_item_005,IM 0023(00),08PM,Bridge Slope Protection Rehabilitation,Bridge Slope Protection Rehabilitation,"Lincoln, Union",,Various Locations in the Yankton and Sioux Falls Area,
sd_sddot_20220720_item_001_project_001,sd_sddot_20220720_item_001,P TAPU(31),08E7,Asphalt Concrete Shared Use Path,Asphalt Concrete Shared Use Path,Lawrence Project Rejected by the Transportation Commission,,Spearfish - along McGuigan Rd & Old Belle Rd from Tumble Weed Tr to the S side of the Reserve on Higgins Creeks Subdivision at Russel St,
sd_sddot_20220720_item_002_project_001,sd_sddot_20220720_item_002,IM-NH-P 0020(222),08P4,Concrete Penetrating Sealer,Concrete Penetrating Sealer,"Aurora, Brule, Buffalo, Charles Mix, Davison, Lincoln, Minnehaha",,Various Locations Throughout the Mitchell Region,
sd_sddot_20220720_item_003_project_001,sd_sddot_20220720_item_003,P 0031(45),06F8,Pipe Work & Erosion Repair,Pipe Work & Erosion Repair,Stanley,,Various Locations Throughout the Pierre Area,
sd_sddot_20220720_item_004_project_001,sd_sddot_20220720_item_004,PH 0040(344),07A5,Horizontal Curve Signing Modifications,Horizontal Curve Signing Modifications,"Custer, Lawrence",,Rapid City Region,
sd_sddot_20220720_item_005_project_001,sd_sddot_20220720_item_005,PH 000S(352),04RX,Guardrail Replacement,Guardrail Replacement,Fall River,,Approximately 1 Mile West of Hot Springs,
sd_sddot_20220720_item_006_project_001,sd_sddot_20220720_item_006,PH 000S(397),06U6,Rumple Stripes and Pavement Marking,Rumple Stripes and Pavement Marking,Regionwide,,Various locations on the local system in the Rapid City and Pierre Region,
sd_sddot_20220720_item_007_project_001,sd_sddot_20220720_item_007,NH 0011(155),089G,Pavement Restoration,Pavement Restoration,Spink,,Various Locations in the Huron Area,
sd_sddot_20220720_item_008_project_001,sd_sddot_20220720_item_008,P 000S(00)234,07DQ,Pavement Marking,Pavement Marking,Regionwide,,Various Locations in the Rapid City Region,
sd_sddot_20220720_item_008_project_002,sd_sddot_20220720_item_008,PH 000S(420),07WX,Pavement Marking,Pavement Marking,Regionwide,,Various Locations in the Rapid City Region,
sd_sddot_20220720_item_009_project_001,sd_sddot_20220720_item_009,P 000S(00)231,07DM,Pavement Marking,Pavement Marking,Regionwide,,Various Locations in the Aberdeen Region,
sd_sddot_20220720_item_009_project_002,sd_sddot_20220720_item_009,PH 0010(169),07WY,Pavement Marking,Pavement Marking,Regionwide,,Various Locations in the Aberdeen Region,
sd_sddot_20220720_item_010_project_001,sd_sddot_20220720_item_010,P 000S(00)232,07DN,Pavement Marking,Pavement Marking,Regionwide,,Various Locations in the Mitchell Region,
sd_sddot_20220720_item_010_project_002,sd_sddot_20220720_item_010,PH 0020(215),07X0,Pavement Marking,Pavement Marking,Regionwide,,Various Locations in the Mitchell Region,
sd_sddot_20220817_item_001_project_001,sd_sddot_20220817_item_001,PH 8005(13),04HR,Signing & Delineation,Signing & Delineation,Bon Homme,,"Various County, City, & Township Roads in Bon Homme County",
sd_sddot_20220817_item_002_project_001,sd_sddot_20220817_item_002,NH 0034(176)123,04XU,Bank Stabilization & RipRap,Bank Stabilization & RipRap,"Haakon, Ziebach",,SD34 - Near the Cheyenne River Bridge,
sd_sddot_20220817_item_003_project_001,sd_sddot_20220817_item_003,NH 0085(84)36,03U6,Scour Protection,Scour Protection,"Butte, Lawrence",,"US85 - Strs 2 N of Belle Fourche Over Crow Ck, 16 NE of US212 over Indian Ck, & 0.3 S of I90 Over Miller Ck & SD79 - Str 2 N of the Meade Co Line Over the Belle Fourche River",
sd_sddot_20220817_item_003_project_002,sd_sddot_20220817_item_003,NH 0079(70)127,03U8,Scour Protection,Scour Protection,"Butte, Lawrence",,"US85 - Strs 2 N of Belle Fourche Over Crow Ck, 16 NE of US212 over Indian Ck, & 0.3 S of I90 Over Miller Ck & SD79 - Str 2 N of the Meade Co Line Over the Belle Fourche River",
sd_sddot_20220817_item_004_project_001,sd_sddot_20220817_item_004,IM-P 0021(180),089J,Pavement Restoration,Pavement Restoration,"Brule, Charles Mix",,Various Locations in the Mitchell Area,
sd_sddot_20220907_item_001_project_001,sd_sddot_20220907_item_001,NH 0012(219)294,05HT,"Grading, PCC Surfacing, Lighting, RCBC","Grading, PCC Surfacing, Lighting, RCBC",Brown,,US12 EBL & WBL - Fm E of the Aberdeen Airport to E of Bath,
sd_sddot_20220907_item_002_project_001,sd_sddot_20220907_item_002,NH-B 0212(184)143,04XG,"Structure, Approach & AC Surfacing","Structure, Approach & AC Surfacing",Dewey,,US Highway 212 1.8 mile East of Ziebach/Dewey County Line,
sd_sddot_20220907_item_003_project_001,sd_sddot_20220907_item_003,PH 8023(07),05WN,Signing & Delineation,Signing & Delineation,Edmunds,,"Various County, City, & Township Roads in Edmunds County",
sd_sddot_20220907_item_004_project_001,sd_sddot_20220907_item_004,NH-P 0010(228),06EH,Culvert Lining & Joint Sealing,Culvert Lining & Joint Sealing,"Brookings, Clark, Day, Faulk, Hamlin, Marshall, Spink",,Various Locations Throughout the Aberdeen Region,
sd_sddot_20220907_item_005_project_001,sd_sddot_20220907_item_005,IM 0296(32)158,07FM,"Abut Rep, Reset Bear, Memb, Joints, Appr","Abut Rep, Reset Bear, Memb, Joints, Appr",Deuel,,I29 NBL & SBL - 6 SE of SD22 Interchange,
sd_sddot_20220907_item_006_project_001,sd_sddot_20220907_item_006,NH 0033(37),089Q,"PCC Grinding, AC Surf Shoulders","PCC Grinding, AC Surf Shoulders",Tripp,,Various Locations in the Winner Area,
sd_sddot_20220907_item_007_project_001,sd_sddot_20220907_item_007,P 1806(16)138,04XW,"Spot Grad, Mill & ACC Resurf, Pipe, GR","Spot Grad, Mill & ACC Resurf, Pipe, GR","Lyman, Stanley",,"SD1806 - Fm SD273 N 11.3 to the Lyman/Stanley Co Line; SD1806 - 6.4 NW of SD271 Over Cedar Ck, 6.7 NW of SD271 Over Straight Ck",
sd_sddot_20220921_item_001_project_001,sd_sddot_20220921_item_001,P-PH 0034(170)350,04KR,"Shoulder Widning, Repl. Strs, Pipe","Shoulder Widning, Repl. Strs, Pipe",Miner,,SD34 - Fm Sanborn/Miner County Line E to 425th Ave Near Roswell,
sd_sddot_20220921_item_002_project_001,sd_sddot_20220921_item_002,IM 0904(60)204,04DK,"Polymer Chip Seal, Joints, Berm, Apprch","Polymer Chip Seal, Joints, Berm, Apprch",Jones,,"I90 - Strs, Over 282 Ave 3 E of the Draper Intch; Over a creek 5.5 W of the US83 N Intch; Over 286 Ave 4.7 W of the US83 N Intch",
sd_sddot_20220921_item_003_project_001,sd_sddot_20220921_item_003,NH 0018(211)332,05TT,Mill & AC Resurfacing,Mill & AC Resurfacing,Charles Mix,,US18 - Fm Pickstown to Lake Andes,
sd_sddot_20220921_item_004_project_001,sd_sddot_20220921_item_004,PH 0020(196),06U7,Rumble Stripes & High Grade Polymer Pave,Rumble Stripes & High Grade Polymer Pave,Regionwide,,Various locations on the local system in the Mitchell Region,
sd_sddot_20221005_item_001_project_001,sd_sddot_20221005_item_001,IM-EM 0908(97)362,05T3,"Rem&Rep PCC Surf, Repl Str & Approach","Rem&Rep PCC Surf, Repl Str & Approach","McCook, Minnehaha",,I90 WBL - Fm 2 W of Humboldt to 2 E of Hartford; I90 WBL - Exit 379 (Humboldt); I90 Str - 0.4 W of Exit 390 (SD38) Over a Creek,
sd_sddot_20221005_item_001_project_002,sd_sddot_20221005_item_001,IM 0909(101)387,0964,"Rem&Rep PCC Surf, Repl Str & Approach","Rem&Rep PCC Surf, Repl Str & Approach","McCook, Minnehaha",,I90 WBL - Fm 2 W of Humboldt to 2 E of Hartford; I90 WBL - Exit 379 (Humboldt); I90 Str - 0.4 W of Exit 390 (SD38) Over a Creek,
sd_sddot_20221005_item_002_project_001,sd_sddot_20221005_item_002,NH 0014(232)401,05HU,"Grading, Rubbilize PCC, AC Surfacing","Grading, Rubbilize PCC, AC Surfacing","Brookings, Kingsbury",,US14 EBL & WBL - Fm S of Arlington to E of the S US81 Jct.,
sd_sddot_20221005_item_003_project_001,sd_sddot_20221005_item_003,P-B 0127(07)231,05GY,"Replace Str RCBC, Approach Grading","Replace Str RCBC, Approach Grading",Roberts,,SD127 - Strs 5.2 E of SD106 over a creek & 5.6 E of SD106 over a creek,
sd_sddot_20221005_item_004_project_001,sd_sddot_20221005_item_004,P 0079(72)145,04X8,Bridge Berm Repair,Bridge Berm Repair,Butte,,SD79 - 4.9 S of SD168 over North Willow Ck,
sd_sddot_20221005_item_005_project_001,sd_sddot_20221005_item_005,NH 0018(229)285,07NV,Roadway Lighting,Roadway Lighting,Gregory,,US Highway 18 - Through Burke,
sd_sddot_20221005_item_006_project_001,sd_sddot_20221005_item_006,PH 0040(233),04RT,Durable Pavement Markings,Durable Pavement Markings,"Jackson, Lawrence, Meade, Pennington",,"I90 in Pennington, Meade, Jackson & Lawrence Counties",
sd_sddot_20221005_item_007_project_001,sd_sddot_20221005_item_007,PH 8029(24),04LC,Signing & Delineation,Signing & Delineation,Hamlin,,"Various County, City, & Township Roads in Hamlin County",
sd_sddot_20221019_item_001_project_001,sd_sddot_20221019_item_001,NH 0014(230)145,04FW,"Replace Str Bridge, Approach Grading","Replace Str Bridge, Approach Grading",Haakon Project Rejected/Withdrawn by the Transportation Commission,,"US14 - Strs 2.6, 4.3 & 6.4 E of Philip Over Grindstone Creek, Over Belcher Creek & Over Wilburn Creek",
sd_sddot_20221019_item_002_project_001,sd_sddot_20221019_item_002,P-B 0244(11)27,04FT,"Replace Str., Appr Grad, Turn Lanes","Replace Str., Appr Grad, Turn Lanes",Pennington Moved to 10/21/22 letting by addendum,,SD244 - 3.2 E of US385 & US16 Over Palmer Gulch,
sd_sddot_20221019_item_003_project_001,sd_sddot_20221019_item_003,PH 0034(202)12,06UM,"AC Surf, Pass Lanes, Pipe & Int. Impr.","AC Surf, Pass Lanes, Pipe & Int. Impr.","Butte, Lawrence",,SD34 - Fm Belle Fourche to Whitewood,
sd_sddot_20221019_item_004_project_001,sd_sddot_20221019_item_004,P 0028(50)295,06QM,"Mill, AC Resurfacing, Pipe Work","Mill, AC Resurfacing, Pipe Work",Clark,,SD28 - Fm the Spink/Clark Co Line E 12,
sd_sddot_20221019_item_005_project_001,sd_sddot_20221019_item_005,P 0026(05)275,07AY,Polymer Chip Seal,Polymer Chip Seal,Spink,,SD26 - Str 4.3 W Jct US281; SD37 - Str's 6.0 S Jct US212 & 2.3 N Jct US212; US212 - Str's 1.7 W of Frankfort & 0.1 W Jct SD37S,
sd_sddot_20221019_item_005_project_002,sd_sddot_20221019_item_005,NH 0212(197)315,07C2,Polymer Chip Seal,Polymer Chip Seal,Spink,,SD26 - Str 4.3 W Jct US281; SD37 - Str's 6.0 S Jct US212 & 2.3 N Jct US212; US212 - Str's 1.7 W of Frankfort & 0.1 W Jct SD37S,
sd_sddot_20221019_item_005_project_003,sd_sddot_20221019_item_005,P 0037(163)157,07C1,Polymer Chip Seal,Polymer Chip Seal,Spink,,SD26 - Str 4.3 W Jct US281; SD37 - Str's 6.0 S Jct US212 & 2.3 N Jct US212; US212 - Str's 1.7 W of Frankfort & 0.1 W Jct SD37S,
sd_sddot_20221019_item_006_project_001,sd_sddot_20221019_item_006,P 0020(216)326,07W9,Polymer Chip Seal,Polymer Chip Seal,Spink,,"SD20 - Str 5.2 E of US281 Jct over the James River, 6.8 & 1.8 W of SD37 Jct, 0.8 S of the SD37N Jct, 1.6 W of Spink/Clark Co Line; SD37 - Str 3.4 & 1.8 S of the SD20E Jct",
sd_sddot_20221019_item_006_project_002,sd_sddot_20221019_item_006,P 0037(167)181,07WA,Polymer Chip Seal,Polymer Chip Seal,Spink,,"SD20 - Str 5.2 E of US281 Jct over the James River, 6.8 & 1.8 W of SD37 Jct, 0.8 S of the SD37N Jct, 1.6 W of Spink/Clark Co Line; SD37 - Str 3.4 & 1.8 S of the SD20E Jct",
sd_sddot_20221021_item_002_project_001,sd_sddot_20221021_item_002,P-B 0244(11)27,04FT,"Replace Str., Appr Grad, Turn Lanes","Replace Str., Appr Grad, Turn Lanes",Pennington,,SD244 - 3.2 E of US385 & US16 Over Palmer Gulch,
sd_sddot_20221102_item_001_project_001,sd_sddot_20221102_item_001,P TAPU(27),07RF,PCC Shared Use Path,PCC Shared Use Path,Davison,,"Mitchell - along Norway Ave fm Burr St to Duff St, along the E side of S Rowley St fm Cabela Dr to Norway Ave, along the W side of S Rowley St fm Cabela Dr N approx 550'",
sd_sddot_20221102_item_002_project_001,sd_sddot_20221102_item_002,NH 0212(186)114,05E7,"Mill & AC Resurfacing, Pipe Work","Mill & AC Resurfacing, Pipe Work","Meade, Ziebach",,US212 - Fm Faith to Dupree,
sd_sddot_20221102_item_003_project_001,sd_sddot_20221102_item_003,NH 0073(77)146,06PA,"Mill, AC Resurfacing, Pipe Work","Mill, AC Resurfacing, Pipe Work",Meade,,SD73 - Fm SD34 N 14,
sd_sddot_20221102_item_004_project_001,sd_sddot_20221102_item_004,IM 0905(118)260,06P0,"AC Resurfacing of Shoulders, Edge Drains","AC Resurfacing of Shoulders, Edge Drains","Brule, Lyman",,I90 EBL & WBL - Fm Oacoma to 2 E of Chamberlain,
sd_sddot_20221102_item_005_project_001,sd_sddot_20221102_item_005,PH 0385(58)61,06K6,Modify Intersection,Modify Intersection,Custer Project Rejected by the Transportation Commission,,US385 - Jct of Carroll Creek Rd,
sd_sddot_20221102_item_006_project_001,sd_sddot_20221102_item_006,P 0053(11)49,07YF,"FDR, Otta Seal & Blotter Surfacing","FDR, Otta Seal & Blotter Surfacing",Mellette,,SD53 - Fm SD44 N 11,
sd_sddot_20221102_item_007_project_001,sd_sddot_20221102_item_007,NH 0212(205)378,07WD,Polymer Chip Seal,Polymer Chip Seal,"Codington, Deuel",,US212 - Str 1.4 East of US81 & 1.1 Miles West of Interstate 29; SD28 - Str 2 miles East of Estelline,
sd_sddot_20221102_item_007_project_002,sd_sddot_20221102_item_007,P 0028(52)357,07WE,Polymer Chip Seal,Polymer Chip Seal,"Codington, Deuel",,US212 - Str 1.4 East of US81 & 1.1 Miles West of Interstate 29; SD28 - Str 2 miles East of Estelline,
sd_sddot_20221102_item_008_project_001,sd_sddot_20221102_item_008,P 0020(206)299,07AU,Polymer Chip Seal,Polymer Chip Seal,"Faulk, Spink",,"SD20 - 2.8 E of SD45 over N Fork Snake Ck, 2.1, 3.3, 4.3 E of Faulk Co Line over Snake Ck and 2.1 W of US281 over Big Slough Ck",
sd_sddot_20221102_item_009_project_001,sd_sddot_20221102_item_009,PH 8009(03),04L8,Signing & Delineation,Signing & Delineation,"Buffalo, Hughes, Hyde",,"Various County, City, & Township Roads in Buffalo, Hughes & Hyde County",
sd_sddot_20221116_item_001_project_001,sd_sddot_20221116_item_001,P-PH-B 0025(85)115,04XC,"Grading, Replace Str RCBC, Interim Surf.","Grading, Replace Str RCBC, Interim Surf.","Clark, Kingsbury",,SD25 & SD28 - Fm N of DeSmet to the N Jct of SD28,
sd_sddot_20221116_item_001_project_002,sd_sddot_20221116_item_001,P 0028(44)316,064U,"Grading, Replace Str RCBC, Interim Surf.","Grading, Replace Str RCBC, Interim Surf.","Clark, Kingsbury",,SD25 & SD28 - Fm N of DeSmet to the N Jct of SD28,
sd_sddot_20221116_item_002_project_001,sd_sddot_20221116_item_002,BRF-B 6516(05),084T,Structure & Approach Grading,Structure & Approach Grading,Douglas,,Structure 0.5 N & 3.5 E of Armour on 280th St over Choteau Creek,
sd_sddot_20221116_item_003_project_001,sd_sddot_20221116_item_003,P 0044(217)88,06R3,"Spot Grading, AC Surfacing","Spot Grading, AC Surfacing","Jackson, Pennington",,SD44 - Fm Scenic to 11 W of Interior,
sd_sddot_20221116_item_003_project_002,sd_sddot_20221116_item_003,044-391,I6VE,"Spot Grading, AC Surfacing","Spot Grading, AC Surfacing","Jackson, Pennington",,SD44 - Fm Scenic to 11 W of Interior,
sd_sddot_20221116_item_004_project_001,sd_sddot_20221116_item_004,IM-PH 0293(107)99,05F9,"HFST, Deck Repair, Curb Rep, App Slabs","HFST, Deck Repair, Curb Rep, App Slabs","Minnehaha, Moody",,I29 N/S - 1 N of Exit 98 (Dell Rapids); 1.2 N Minnehaha Co. Line; 3.8 S of Exit 109 (Colman); 3 S of Exit 109 (Colman),
sd_sddot_20221116_item_004_project_002,sd_sddot_20221116_item_004,PH 000S(396),06TQ,"HFST, Deck Repair, Curb Rep, App Slabs","HFST, Deck Repair, Curb Rep, App Slabs","Minnehaha, Moody",,I29 N/S - 1 N of Exit 98 (Dell Rapids); 1.2 N Minnehaha Co. Line; 3.8 S of Exit 109 (Colman); 3 S of Exit 109 (Colman),
sd_sddot_20221116_item_005_project_001,sd_sddot_20221116_item_005,NH-P 0300(31),06FX,Regionwide Approach Slab Repair,Regionwide Approach Slab Repair,"Corson, Ziebach Project Rejected by the Transportation Commission",,Various Locations in Mobridge Area,
sd_sddot_20221116_item_006_project_001,sd_sddot_20221116_item_006,PH 0020(199),06K4,Modify Intersection,Modify Intersection,"Hutchinson, McCook, Yankton",,Various Locations in the Mitchell Region,
sd_sddot_20221116_item_007_project_001,sd_sddot_20221116_item_007,NH 0014(237)245,06K7,"Modify Intersection, PCC Surfacing","Modify Intersection, PCC Surfacing",Hughes,,US14 - Fm W of N US83 Jct to E of N US83 Jct,
sd_sddot_20221116_item_008_project_001,sd_sddot_20221116_item_008,NH 0073(00)222,094X,Fence Replacement,Fence Replacement,Perkins,,SD73 - Fm 19 S of Lemmon N 6,
sd_sddot_20221207_item_001_project_001,sd_sddot_20221207_item_001,IM 2292(98)9,04XK,"Modify Interchange, Grading, PCC Surf.","Modify Interchange, Grading, PCC Surf.",Minnehaha,,I229 Exit 9 (Benson Rd) in Sioux Falls,
sd_sddot_20221207_item_001_project_002,sd_sddot_20221207_item_001,IM 2292(112)6,08QM,"Modify Interchange, Grading, PCC Surf.","Modify Interchange, Grading, PCC Surf.",Minnehaha,,I229 Exit 9 (Benson Rd) in Sioux Falls,
sd_sddot_20221207_item_001_project_003,sd_sddot_20221207_item_001,P 1200(04),06MM,"Modify Interchange, Grading, PCC Surf.","Modify Interchange, Grading, PCC Surf.",Minnehaha,,I229 Exit 9 (Benson Rd) in Sioux Falls,
sd_sddot_20221207_item_002_project_001,sd_sddot_20221207_item_002,CIP 11098( ),X05R,Watermain & Sanitary Sewer,Watermain & Sanitary Sewer,Minnehaha,,Benson Rd - Fm Lewis Ave E to Hall Ave,
sd_sddot_20221207_item_003_project_001,sd_sddot_20221207_item_003,IM 0901(206)45,07CR,Interstate Fence,Interstate Fence,"Jackson, Meade, Pennington",,"I90 WBL - Fm 0.5 W of Exit 46 (Piedmont) to Exit 55 (Deadwood Ave in Rapid City); I90 Crossroads at Exits 101 (Jensen Rd), 107 (Cedar Butte Rd), 116 (239th St), 121 (Big Foote Rd), 127 (206th Ave)",
sd_sddot_20221214_item_001_project_001,sd_sddot_20221214_item_001,IM 0299(79)222,065N,"P. Chip Seal, App Slabs, Joints, End Blk","P. Chip Seal, App Slabs, Joints, End Blk",Roberts,,I29 - Strs 2 S of the Exit 224 (Peever); Exit 232 (Sisseton),
sd_sddot_20221214_item_002_project_001,sd_sddot_20221214_item_002,P 0015(89)167,05J4,"Milling, ACC Surfacing, Pipe,Guardrail","Milling, ACC Surfacing, Pipe,Guardrail",Grant,,SD15 - Fm the N Jct of SD20 N to Milbank; SD158 - Fm SD20 to the MN State Line,
sd_sddot_20221214_item_002_project_002,sd_sddot_20221214_item_002,P 0158(10)439,04F2,"Milling, ACC Surfacing, Pipe,Guardrail","Milling, ACC Surfacing, Pipe,Guardrail",Grant,,SD15 - Fm the N Jct of SD20 N to Milbank; SD158 - Fm SD20 to the MN State Line,
sd_sddot_20230111_item_001_project_001,sd_sddot_20230111_item_001,BRF-B 6237(07),084K,"Structure, Approach Grading","Structure, Approach Grading","Butte, Meade",,"Structure' 15.5 N & 2.5 E of Belle Fourche on Old Hwy 85 over Indian Creek, 20.2 E & 6.7 N of Newell on Old Hwy 212 over Sulphur Creek, 21.1 W & 13.9 S of Faith on Pine Creek Rd over Pine Creek, 6 E & 12 N of White Owl on Whitetail Rd over Beaver Dam Creek",
sd_sddot_20230111_item_001_project_002,sd_sddot_20230111_item_001,BRO-B 8010(28),084Q,"Structure, Approach Grading","Structure, Approach Grading","Butte, Meade",,"Structure' 15.5 N & 2.5 E of Belle Fourche on Old Hwy 85 over Indian Creek, 20.2 E & 6.7 N of Newell on Old Hwy 212 over Sulphur Creek, 21.1 W & 13.9 S of Faith on Pine Creek Rd over Pine Creek, 6 E & 12 N of White Owl on Whitetail Rd over Beaver Dam Creek",
